File No,Player Name,Innings,Batting Position,Runs,Dots,1s,2s,3s,4s,6s,Balls Played,Wicket Method,Balls Bowled,Runs Given,Extras Given,Wickets Taken
289108.csv,M Morkel,2,11,25,9,7,1,0,4,0,21,bowled,62,46,2,2
351692.csv,BB McCullum,1,1,33,30,19,4,2,0,0,55,bowled,0,0,0,0
351692.csv,MJ Guptill,1,2,45,50,9,7,0,4,1,71,caught,0,0,0,0
351692.csv,PG Fulton,1,3,5,6,3,1,0,0,0,10,caught,0,0,0,0
351692.csv,LRPL Taylor,1,4,76,33,27,5,1,6,2,74,caught,0,0,0,0
351692.csv,GD Elliott,1,5,26,13,10,4,0,2,0,29,caught,56,43,5,1
351692.csv,CD Cumming,1,6,0,6,0,0,0,0,0,6,caught,0,0,0,0
351692.csv,NT Broom,1,7,11,18,7,0,0,1,0,26,caught,0,0,0,0
351692.csv,KD Mills,1,8,23,15,7,3,0,1,1,27,bowled,57,29,1,0
351692.csv,DL Vettori,1,9,6,0,3,0,1,0,0,4,,60,54,0,0
351692.csv,TG Southee,1,10,7,0,1,3,0,0,0,4,,62,59,2,1
351692.csv,IE O'Brien,1,,0,0,0,0,0,0,0,0,,60,54,0,2
351692.csv,BJ Haddin,2,1,43,47,13,2,0,5,1,68,run out,0,0,0,0
351692.csv,MJ Clarke,2,2,14,12,3,2,1,1,0,19,caught,48,23,0,1
351692.csv,RT Ponting,2,3,15,20,5,1,0,2,0,28,caught,0,0,0,0
351692.csv,DJ Hussey,2,4,79,49,29,10,2,6,0,96,bowled,0,0,0,0
351692.csv,MEK Hussey,2,5,75,28,32,6,1,4,2,73,,0,0,0,0
351692.csv,CJ Ferguson,2,6,13,4,5,0,0,2,0,11,,0,0,0,0
351692.csv,BW Hilfenhaus,2,,0,0,0,0,0,0,0,0,,63,53,3,1
351692.csv,CL White,2,,0,0,0,0,0,0,0,0,,12,24,0,0
351692.csv,JR Hopes,2,,0,0,0,0,0,0,0,0,,60,37,0,2
351692.csv,MG Johnson,2,,0,0,0,0,0,0,0,0,,61,50,3,3
351692.csv,NW Bracken,2,,0,0,0,0,0,0,0,0,,62,45,6,1
660837.csv,HJW Gardiner,1,1,6,12,3,0,1,0,0,16,caught,0,0,0,0
660837.csv,FRJ Coleman,1,2,10,21,0,1,0,2,0,24,bowled,0,0,0,0
660837.csv,MW Machan,1,3,27,16,3,1,0,4,1,25,bowled,24,15,1,1
660837.csv,PL Mommsen,1,4,91,67,45,3,0,10,0,125,,0,0,0,0
660837.csv,CS MacLeod,1,5,21,34,13,0,0,2,0,49,bowled,37,17,1,1
660837.csv,RML Taylor,1,6,11,14,9,1,0,0,0,24,caught,61,60,7,1
660837.csv,RD Berrington,1,7,7,6,3,0,0,1,0,10,caught,0,0,0,0
660837.csv,D Murphy,1,8,2,6,2,0,0,0,0,8,stumped,0,0,0,0
660837.csv,RM Haq,1,9,0,2,0,0,0,0,0,2,lbw,60,26,0,3
660837.csv,SM Sharif,1,10,26,12,10,0,0,4,0,26,run out,61,48,2,1
660837.csv,I Wardlaw,1,11,7,1,1,1,0,1,0,4,,62,46,2,2
660837.csv,WTS Porterfield,2,1,62,38,15,2,1,10,0,66,caught,0,0,0,0
660837.csv,PR Stirling,2,2,30,30,14,2,0,3,0,49,caught,24,20,0,1
660837.csv,EC Joyce,2,3,11,16,7,0,0,1,0,24,stumped,0,0,0,0
660837.csv,NJ O'Brien,2,4,10,28,6,2,0,0,0,36,caught,0,0,0,0
660837.csv,GC Wilson,2,5,2,4,0,1,0,0,0,5,caught,0,0,0,0
660837.csv,KJ O'Brien,2,6,3,3,1,1,0,0,0,5,caught,24,18,0,0
660837.csv,DT Johnston,2,7,24,19,12,0,0,3,0,34,caught,63,51,11,0
660837.csv,EJ Richardson,2,8,12,13,2,1,0,2,0,18,caught,18,15,0,0
660837.csv,MC Sorensen,2,9,31,25,15,2,0,3,0,45,stumped,63,34,3,2
660837.csv,TJ Murtagh,2,10,23,7,9,0,0,2,1,19,,60,47,0,2
660837.csv,GH Dockrell,2,11,4,0,4,0,0,0,0,4,,61,23,1,4
656473.csv,Javed Ahmadi,1,1,7,12,2,1,1,0,0,16,caught,0,0,0,0
656473.csv,Nawroz Mangal,1,2,4,26,4,0,0,0,0,30,caught,0,0,0,0
656473.csv,Afsar Zazai,1,3,6,10,2,2,0,0,0,14,caught,0,0,0,0
656473.csv,Nasir Jamal,1,4,17,44,9,0,0,2,0,55,caught,0,0,0,0
656473.csv,Samiullah Shenwari,1,5,7,8,1,1,0,1,0,11,caught,12,19,0,0
656473.csv,Shafiqullah,1,6,30,42,16,5,0,1,0,64,caught,0,0,0,0
656473.csv,Mohammad Nabi,1,7,16,10,4,1,0,1,1,17,caught,25,14,2,0
656473.csv,Najibullah Zadran,1,8,12,9,4,0,0,2,0,15,,0,0,0,0
656473.csv,Hamid Hassan,1,9,0,2,0,0,0,0,0,2,,31,16,2,1
656473.csv,Dawlat Zadran,1,,0,0,0,0,0,0,0,0,,18,23,0,0
656473.csv,Shapoor Zadran,1,,0,0,0,0,0,0,0,0,,24,25,0,0
656473.csv,AD Hales,2,1,37,18,7,3,0,3,2,33,caught,0,0,0,0
656473.csv,IR Bell,2,2,52,29,16,3,2,6,0,56,,0,0,0,0
656473.csv,JWA Taylor,2,3,8,14,6,1,0,0,0,21,,0,0,0,0
656473.csv,CJ Jordan,2,,0,0,0,0,0,0,0,0,,39,12,1,2
656473.csv,JC Tredwell,2,,0,0,0,0,0,0,0,0,,42,25,1,1
656473.csv,JM Anderson,2,,0,0,0,0,0,0,0,0,,44,16,7,1
656473.csv,RS Bopara,2,,0,0,0,0,0,0,0,0,,49,30,1,2
656473.csv,SCJ Broad,2,,0,0,0,0,0,0,0,0,,50,16,2,1
514036.csv,WU Tharanga,1,1,66,53,20,4,1,6,1,86,caught,0,0,0,0
514036.csv,TM Dilshan,1,2,0,4,0,0,0,0,0,4,run out,52,44,0,0
514036.csv,KC Sangakkara,1,3,3,25,3,0,0,0,0,28,caught,0,0,0,0
514036.csv,LD Chandimal,1,4,92,48,58,5,0,6,0,117,,0,0,0,0
514036.csv,DPMD Jayawardene,1,5,19,14,10,1,1,1,0,27,caught,0,0,0,0
514036.csv,KMDN Kulasekara,1,6,22,7,2,0,0,2,2,13,caught,48,47,1,0
514036.csv,AD Mathews,1,7,28,11,16,1,0,1,1,30,caught,13,12,1,1
514036.csv,CKB Kulasekara,1,,0,0,0,0,0,0,0,0,,6,6,0,0
514036.csv,HMRKB Herath,1,,0,0,0,0,0,0,0,0,,54,40,2,0
514036.csv,KTGD Prasad,1,,0,0,0,0,0,0,0,0,,60,46,0,3
514036.csv,SL Malinga,1,,0,0,0,0,0,0,0,0,,60,38,0,1
514036.csv,GC Smith,2,1,28,35,18,1,0,2,0,56,caught,0,0,0,0
514036.csv,HM Amla,2,2,55,30,19,2,0,5,2,58,bowled,0,0,0,0
514036.csv,JH Kallis,2,3,37,25,21,2,0,3,0,51,caught,0,0,0,0
514036.csv,JP Duminy,2,4,66,34,46,7,0,0,1,88,,37,25,1,0
514036.csv,AB de Villiers,2,5,17,3,7,1,0,2,0,13,run out,0,0,0,0
514036.csv,F du Plessis,2,6,18,4,10,0,0,2,0,16,caught and bowled,0,0,0,0
514036.csv,JA Morkel,2,7,12,6,1,2,1,1,0,11,,36,29,0,0
514036.csv,DW Steyn,2,,0,0,0,0,0,0,0,0,,54,54,0,1
514036.csv,LL Tsotsobe,2,,0,0,0,0,0,0,0,0,,60,43,0,3
514036.csv,M Morkel,2,,0,0,0,0,0,0,0,0,,57,36,3,2
514036.csv,RJ Peterson,2,,0,0,0,0,0,0,0,0,,61,43,2,0
456666.csv,KD Karthik,1,1,9,19,5,2,0,0,0,26,caught,0,0,0,0
456666.csv,V Sehwag,1,2,12,7,2,1,0,2,0,12,lbw,0,0,0,0
456666.csv,RG Sharma,1,3,11,16,3,0,0,2,0,21,lbw,0,0,0,0
456666.csv,Yuvraj Singh,1,4,38,50,10,1,0,5,1,67,lbw,0,0,0,0
456666.csv,SK Raina,1,5,8,11,4,0,0,1,0,16,caught,0,0,0,0
456666.csv,MS Dhoni,1,6,10,13,0,1,0,2,0,16,caught,0,0,0,0
456666.csv,RA Jadeja,1,7,0,9,0,0,0,0,0,9,caught,0,0,0,0
456666.csv,P Kumar,1,8,0,1,0,0,0,0,0,1,caught,43,43,1,0
456666.csv,A Nehra,1,9,2,3,0,1,0,0,0,4,caught,34,35,10,0
456666.csv,I Sharma,1,10,3,23,1,1,0,0,0,25,bowled,19,15,0,2
456666.csv,PP Ojha,1,11,2,8,2,0,0,0,0,10,,0,0,0,0
456666.csv,DPMD Jayawardene,2,1,33,23,7,1,0,6,0,37,caught,0,0,0,0
456666.csv,TM Dilshan,2,2,35,16,0,0,1,8,0,25,caught,0,0,0,0
456666.csv,KC Sangakkara,2,3,13,10,1,2,0,2,0,15,,0,0,0,0
456666.csv,WU Tharanga,2,4,12,14,2,1,0,2,0,19,,0,0,0,0
456666.csv,AD Mathews,2,,0,0,0,0,0,0,0,0,,49,19,2,1
456666.csv,KMDN Kulasekara,2,,0,0,0,0,0,0,0,0,,55,30,3,2
456666.csv,NLTC Perera,2,,0,0,0,0,0,0,0,0,,47,27,1,5
456666.csv,SL Malinga,2,,0,0,0,0,0,0,0,0,,56,19,2,2
291372.csv,RV Uthappa,1,1,30,32,16,5,0,1,0,54,caught,0,0,0,0
291372.csv,SR Tendulkar,1,2,91,71,38,8,3,7,0,127,caught,0,0,0,0
291372.csv,G Gambhir,1,3,15,7,5,3,0,1,0,16,caught,0,0,0,0
291372.csv,Yuvraj Singh,1,4,38,22,9,3,1,2,2,39,caught,18,15,0,0
291372.csv,MS Dhoni,1,5,36,14,18,2,0,2,1,37,caught,0,0,0,0
291372.csv,RG Sharma,1,6,2,3,2,0,0,0,0,5,caught,0,0,0,0
291372.csv,IK Pathan,1,7,12,13,4,2,0,1,0,20,bowled,56,50,4,2
291372.csv,Harbhajan Singh,1,8,3,1,1,1,0,0,0,3,lbw,61,43,3,2
291372.csv,P Kumar,1,9,7,4,1,1,0,1,0,7,caught,60,46,0,4
291372.csv,PP Chawla,1,10,6,0,0,1,0,1,0,2,,54,45,0,0
291372.csv,S Sreesanth,1,11,1,1,1,0,0,0,0,2,,56,41,2,2
291372.csv,AC Gilchrist,2,1,2,2,0,1,0,0,0,3,caught,0,0,0,0
291372.csv,RT Ponting,2,2,1,6,1,0,0,0,0,7,caught,0,0,0,0
291372.csv,ML Hayden,2,3,55,46,14,4,0,7,0,72,run out,0,0,0,0
291372.csv,MJ Clarke,2,4,17,14,2,4,1,1,0,22,bowled,61,51,2,3
291372.csv,A Symonds,2,5,42,35,13,6,1,2,1,58,lbw,19,26,1,1
291372.csv,MEK Hussey,2,6,44,17,16,5,2,3,0,43,caught,0,0,0,0
291372.csv,JR Hopes,2,7,63,39,31,5,0,4,1,80,caught,36,20,0,0
291372.csv,B Lee,2,8,7,6,5,1,0,0,0,12,bowled,61,57,5,1
291372.csv,MG Johnson,2,9,8,2,2,1,0,1,0,6,caught,44,25,8,0
291372.csv,NW Bracken,2,10,1,1,1,0,0,0,0,2,caught,54,31,0,3
291372.csv,SR Clark,2,,0,0,0,0,0,0,0,0,,37,31,1,1
749787.csv,FDM Karunaratne,1,1,5,12,5,0,0,0,0,17,lbw,0,0,0,0
749787.csv,TM Dilshan,1,2,44,34,18,2,2,4,0,60,caught,12,18,0,0
749787.csv,KC Sangakkara,1,3,76,41,32,3,0,8,1,85,caught,0,0,0,0
749787.csv,DPMD Jayawardene,1,4,94,38,27,5,1,9,3,83,caught,0,0,0,0
749787.csv,AD Mathews,1,5,0,1,0,0,0,0,0,1,caught,25,15,2,1
749787.csv,HDRL Thirimanne,1,6,19,16,13,1,0,1,0,31,bowled,0,0,0,0
749787.csv,NLTC Perera,1,7,5,3,3,1,0,0,0,7,caught,48,58,0,2
749787.csv,BMAJ Mendis,1,8,12,4,4,1,0,0,1,10,caught,43,39,1,1
749787.csv,KMDN Kulasekara,1,9,4,4,2,1,0,0,0,7,run out,57,48,3,1
749787.csv,SMSM Senanayake,1,10,1,3,1,0,0,0,0,4,,55,57,0,0
749787.csv,HMRKB Herath,1,11,0,2,0,0,0,0,0,2,caught,56,37,2,1
749787.csv,MJ Guptill,2,1,20,20,5,1,1,1,1,29,caught,0,0,0,0
749787.csv,BB McCullum,2,2,11,6,3,0,0,2,0,11,caught,0,0,0,0
749787.csv,KS Williamson,2,3,103,37,55,9,0,6,1,108,bowled,42,50,0,1
749787.csv,LRPL Taylor,2,4,8,17,6,1,0,0,0,24,caught,0,0,0,0
749787.csv,GD Elliott,2,5,44,26,28,2,0,3,0,59,caught,19,18,1,0
749787.csv,CJ Anderson,2,6,47,17,21,3,0,2,2,45,run out,18,19,1,1
749787.csv,L Ronchi,2,7,32,4,6,2,0,1,3,16,,0,0,0,0
749787.csv,DL Vettori,2,8,7,0,3,0,0,1,0,4,,60,41,0,0
749787.csv,AF Milne,2,,0,0,0,0,0,0,0,0,,43,27,2,2
749787.csv,MJ McClenaghan,2,,0,0,0,0,0,0,0,0,,61,50,8,3
749787.csv,TG Southee,2,,0,0,0,0,0,0,0,0,,64,55,4,3
426429.csv,Kamran Akmal,1,1,74,41,18,4,0,12,0,75,lbw,0,0,0,0
426429.csv,Mohammad Hafeez,1,2,43,44,19,2,0,5,0,70,bowled,36,33,0,1
426429.csv,Mohammad Yousuf,1,3,46,19,21,4,1,2,1,48,caught,0,0,0,0
426429.csv,Asad Shafiq,1,4,50,26,24,4,0,3,1,58,caught,0,0,0,0
426429.csv,Umar Akmal,1,5,28,8,10,1,0,4,0,23,caught,0,0,0,0
426429.csv,Fawad Alam,1,6,20,2,12,0,0,2,0,16,,0,0,0,0
426429.csv,Shahid Afridi,1,7,9,2,3,0,0,0,1,6,caught,55,54,5,1
426429.csv,Umar Gul,1,8,3,2,3,0,0,0,0,5,bowled,60,55,4,1
426429.csv,Saeed Ajmal,1,9,4,1,2,1,0,0,0,4,caught,62,50,2,2
426429.csv,Mohammad Irfan,1,,0,0,0,0,0,0,0,0,,43,39,2,0
426429.csv,Shoaib Akhtar,1,,0,0,0,0,0,0,0,0,,49,48,3,1
426429.csv,AJ Strauss,2,1,126,55,63,7,1,10,1,137,lbw,0,0,0,0
426429.csv,SM Davies,2,2,26,11,4,1,0,5,0,21,caught,0,0,0,0
426429.csv,IJL Trott,2,3,53,32,31,7,0,2,0,72,run out,0,0,0,0
426429.csv,PD Collingwood,2,4,19,10,11,4,0,0,0,25,caught,30,26,0,1
426429.csv,EJG Morgan,2,5,16,8,8,2,0,1,0,19,caught,0,0,0,0
426429.csv,RS Bopara,2,6,16,5,5,2,1,1,0,14,caught,0,0,0,0
426429.csv,MH Yardy,2,7,13,3,3,1,0,2,0,9,,36,43,1,0
426429.csv,TT Bresnan,2,8,10,4,2,0,0,2,0,8,,55,52,6,1
426429.csv,GP Swann,2,,0,0,0,0,0,0,0,0,,61,42,1,1
426429.csv,JM Anderson,2,,0,0,0,0,0,0,0,0,,63,33,8,1
426429.csv,SCJ Broad,2,,0,0,0,0,0,0,0,0,,60,81,1,4
258467.csv,CH Gayle,1,1,82,80,30,10,0,8,0,128,caught and bowled,12,11,0,0
258467.csv,DS Smith,1,2,13,7,1,0,0,3,0,11,caught,0,0,0,0
258467.csv,S Chanderpaul,1,3,33,31,11,2,0,3,1,48,caught,0,0,0,0
258467.csv,MN Samuels,1,4,9,4,1,0,0,2,0,7,caught,0,0,0,0
258467.csv,RS Morton,1,5,82,44,30,11,0,6,1,92,,0,0,0,0
258467.csv,DJ Bravo,1,6,42,6,7,4,1,6,0,24,bowled,33,20,3,1
258467.csv,DR Smith,1,7,4,0,0,0,0,1,0,1,,62,58,3,1
258467.csv,DBL Powell,1,,0,0,0,0,0,0,0,0,,60,40,5,4
258467.csv,FH Edwards,1,,0,0,0,0,0,0,0,0,,64,26,5,3
258467.csv,R Rampaul,1,,0,0,0,0,0,0,0,0,,47,22,3,1
258467.csv,AN Cook,2,1,18,22,2,0,0,4,0,28,caught,0,0,0,0
258467.csv,MJ Prior,2,2,1,5,1,0,0,0,0,6,caught,0,0,0,0
258467.csv,IR Bell,2,3,27,33,7,2,0,4,0,46,caught,0,0,0,0
258467.csv,KP Pietersen,2,4,0,2,0,0,0,0,0,2,caught,0,0,0,0
258467.csv,OA Shah,2,5,51,39,19,5,0,4,1,68,caught,0,0,0,0
258467.csv,PD Collingwood,2,6,44,24,18,7,0,3,0,52,bowled,42,41,1,0
258467.csv,AD Mascarenhas,2,7,5,8,3,1,0,0,0,12,caught,48,28,5,0
258467.csv,LE Plunkett,2,8,2,5,2,0,0,0,0,7,caught,65,54,6,3
258467.csv,SCJ Broad,2,9,5,12,3,1,0,0,0,16,caught,58,65,9,0
258467.csv,MS Panesar,2,10,13,17,5,0,0,2,0,24,lbw,36,28,0,0
258467.csv,JM Anderson,2,11,11,11,3,1,2,0,0,17,,62,49,3,2
1040493.csv,Mohammad Shahzad,1,1,63,18,13,1,0,12,0,44,lbw,0,0,0,0
1040493.csv,Noor Ali Zadran,1,2,25,33,8,1,1,3,0,46,run out,0,0,0,0
1040493.csv,Rahmat Shah,1,3,68,31,28,4,0,5,2,70,caught,0,0,0,0
1040493.csv,Asghar Stanikzai,1,4,101,42,35,3,0,6,6,92,caught,0,0,0,0
1040493.csv,Samiullah Shenwari,1,5,14,6,10,2,0,0,0,18,caught,25,18,1,0
1040493.csv,Mohammad Nabi,1,6,14,4,4,0,0,1,1,10,caught,54,70,0,0
1040493.csv,Shafiqullah,1,7,35,6,3,2,0,4,2,17,caught,0,0,0,0
1040493.csv,Gulbadin Naib,1,8,0,1,0,0,0,0,0,1,stumped,54,44,12,1
1040493.csv,Rashid Khan,1,9,6,1,2,0,0,1,0,4,stumped,59,41,5,6
1040493.csv,Dawlat Zadran,1,10,3,1,1,1,0,0,0,3,caught,56,50,3,3
1040493.csv,Amir Hamza,1,,0,0,0,0,0,0,0,0,,48,60,0,0
1040493.csv,EC Joyce,2,1,55,33,19,2,0,5,2,61,bowled,0,0,0,0
1040493.csv,PR Stirling,2,2,95,43,21,4,0,9,5,82,lbw,61,54,1,6
1040493.csv,WTS Porterfield,2,3,45,19,17,6,0,4,0,46,caught,0,0,0,0
1040493.csv,NJ O'Brien,2,4,5,3,3,1,0,0,0,7,lbw,0,0,0,0
1040493.csv,A Balbirnie,2,5,11,13,11,0,0,0,0,24,lbw,0,0,0,0
1040493.csv,GC Wilson,2,6,14,12,8,1,0,1,0,22,bowled,0,0,0,0
1040493.csv,SR Thompson,2,7,37,12,7,1,0,7,0,27,caught,51,51,4,0
1040493.csv,AR McBrine,2,8,6,8,2,0,0,1,0,11,stumped,30,20,0,1
1040493.csv,GH Dockrell,2,9,10,2,6,0,0,1,0,9,,60,45,2,2
1040493.csv,TJ Murtagh,2,10,5,3,1,0,0,1,0,5,caught,42,68,0,0
1040493.csv,PKD Chase,2,11,0,2,0,0,0,0,0,2,bowled,61,91,2,1
1027315.csv,JJ Roy,1,1,13,16,3,1,0,2,0,22,lbw,0,0,0,0
1027315.csv,SW Billings,1,2,52,28,19,1,1,7,0,56,caught,0,0,0,0
1027315.csv,JE Root,1,3,4,3,1,0,1,0,0,5,bowled,31,30,1,0
1027315.csv,EJG Morgan,1,4,107,63,44,2,1,11,2,123,run out,0,0,0,0
1027315.csv,JC Buttler,1,5,14,9,6,4,0,0,0,19,caught,0,0,0,0
1027315.csv,BA Stokes,1,6,55,31,21,8,0,0,3,63,caught,0,0,0,0
1027315.csv,MM Ali,1,7,31,7,7,8,0,2,0,24,,42,37,0,0
1027315.csv,AU Rashid,1,,0,0,0,0,0,0,0,0,,56,41,4,1
1027315.csv,CR Woakes,1,,0,0,0,0,0,0,0,0,,54,47,1,4
1027315.csv,LE Plunkett,1,,0,0,0,0,0,0,0,0,,53,37,4,4
1027315.csv,ST Finn,1,,0,0,0,0,0,0,0,0,,55,48,1,1
1027315.csv,KC Brathwaite,2,1,14,17,10,0,0,1,0,28,caught,0,0,0,0
1027315.csv,E Lewis,2,2,21,20,9,2,0,2,0,33,caught,0,0,0,0
1027315.csv,KOA Powell,2,3,1,4,1,0,0,0,0,5,caught,0,0,0,0
1027315.csv,SD Hope,2,4,31,18,15,4,0,2,0,39,caught,0,0,0,0
1027315.csv,JN Mohammed,2,5,72,48,34,5,0,7,0,94,run out,30,25,0,0
1027315.csv,JL Carter,2,6,52,24,12,6,0,4,2,48,caught,0,0,0,0
1027315.csv,JO Holder,2,7,4,4,2,1,0,0,0,7,caught,56,44,2,0
1027315.csv,CR Brathwaite,2,8,12,3,8,0,0,1,0,12,caught,61,53,1,1
1027315.csv,AR Nurse,2,9,21,5,7,1,0,0,2,15,lbw,61,56,1,2
1027315.csv,D Bishoo,2,10,12,0,4,0,0,2,0,6,,41,43,7,1
1027315.csv,ST Gabriel,2,11,0,4,0,0,0,0,0,4,caught,63,55,9,2
736503.csv,Noor Ali Zadran,1,1,53,39,25,4,0,5,0,73,stumped,0,0,0,0
736503.csv,Usman Ghani,1,2,55,50,17,3,0,5,2,77,caught and bowled,0,0,0,0
736503.csv,Rahmat Shah,1,3,7,7,5,1,0,0,0,13,lbw,35,26,6,5
736503.csv,Samiullah Shenwari,1,4,82,26,28,3,0,9,2,68,,0,0,0,0
736503.csv,Hashmatullah Shahidi,1,5,3,4,3,0,0,0,0,7,lbw,12,17,0,0
736503.csv,Mohammad Nabi,1,6,77,24,22,1,1,8,3,59,caught,36,19,5,1
736503.csv,Shafiqullah,1,7,14,2,2,0,0,0,2,6,,0,0,0,0
736503.csv,Amir Hamza,1,,0,0,0,0,0,0,0,0,,49,49,1,1
736503.csv,Dawlat Zadran,1,,0,0,0,0,0,0,0,0,,45,38,8,1
736503.csv,Mirwais Ashraf,1,,0,0,0,0,0,0,0,0,,42,28,1,1
736503.csv,Shapoor Zadran,1,,0,0,0,0,0,0,0,0,,54,32,2,1
736503.csv,Amjad Ali,2,1,98,57,30,9,0,11,1,108,lbw,0,0,0,0
736503.csv,Salman Faris,2,2,27,30,11,2,0,3,0,46,caught,0,0,0,0
736503.csv,Shaiman Anwar,2,3,8,2,0,0,0,2,0,4,caught and bowled,0,0,0,0
736503.csv,SP Patil,2,4,0,1,0,0,0,0,0,1,bowled,0,0,0,0
736503.csv,Khurram Khan,2,5,28,11,26,1,0,0,0,38,caught,48,33,0,2
736503.csv,Mohammad Shahzad (2),2,6,0,2,0,0,0,0,0,2,bowled,20,27,2,0
736503.csv,Krishna Chandran,2,7,22,23,12,1,0,2,0,38,,36,36,0,0
736503.csv,Fayyaz Ahmed,2,8,6,4,0,1,0,1,0,6,caught,60,52,0,0
736503.csv,Irfan Sajid,2,9,2,4,0,1,0,0,0,5,caught,30,23,0,0
736503.csv,Mohammad Naveed,2,10,16,8,2,0,0,2,1,13,caught,48,72,2,1
736503.csv,Ahmed Raza,2,11,2,10,2,0,0,0,0,12,caught,61,48,7,2
535794.csv,Mohammad Hafeez,1,1,89,69,43,9,0,7,0,128,caught,61,38,2,2
535794.csv,Nasir Jamshed,1,2,54,33,26,1,0,5,1,66,run out,0,0,0,0
535794.csv,Younis Khan,1,3,12,6,8,0,0,1,0,15,caught,0,0,0,0
535794.csv,Umar Akmal,1,4,21,7,9,2,0,2,0,20,caught,0,0,0,0
535794.csv,Asad Shafiq,1,5,4,3,2,1,0,0,0,6,caught,0,0,0,0
535794.csv,Misbah-ul-Haq,1,6,8,5,8,0,0,0,0,13,bowled,0,0,0,0
535794.csv,Shahid Afridi,1,7,0,1,0,0,0,0,0,1,caught and bowled,60,49,0,2
535794.csv,Sarfraz Ahmed,1,8,19,9,19,0,0,0,0,28,,0,0,0,0
535794.csv,Umar Gul,1,9,39,8,9,2,0,5,1,25,bowled,57,56,3,3
535794.csv,Saeed Ajmal,1,10,8,0,1,0,1,1,0,3,,61,44,2,2
535794.csv,Aizaz Cheema,1,,0,0,0,0,0,0,0,0,,54,47,0,1
535794.csv,Tamim Iqbal,2,1,64,51,30,2,0,6,1,90,bowled,0,0,0,0
535794.csv,Nazimuddin,2,2,30,20,8,0,0,4,1,33,caught,0,0,0,0
535794.csv,Jahurul Islam,2,3,23,18,9,1,0,3,0,31,bowled,0,0,0,0
535794.csv,Mushfiqur Rahim,2,4,3,2,3,0,0,0,0,5,bowled,0,0,0,0
535794.csv,Shakib Al Hasan,2,5,64,22,34,7,0,4,0,67,bowled,61,39,2,2
535794.csv,Mahmudullah,2,6,0,1,0,0,0,0,0,1,lbw,25,18,1,0
535794.csv,Nasir Hossain,2,7,47,20,23,3,0,3,1,50,bowled,0,0,0,0
535794.csv,Abdur Razzak,2,8,1,3,1,0,0,0,0,4,bowled,60,43,1,2
535794.csv,Mashrafe Mortaza,2,9,1,2,1,0,0,0,0,3,bowled,61,54,1,1
535794.csv,Shafiul Islam,2,10,1,1,1,0,0,0,0,2,lbw,48,49,0,0
535794.csv,Shahadat Hossain,2,11,0,7,0,0,0,0,0,7,,50,51,3,3
291362.csv,AC Gilchrist,1,1,0,4,0,0,0,0,0,4,lbw,0,0,0,0
291362.csv,RT Ponting,1,2,9,9,4,1,1,0,0,15,caught,0,0,0,0
291362.csv,ML Hayden,1,3,25,13,3,1,0,5,0,22,caught,0,0,0,0
291362.csv,MJ Clarke,1,4,11,23,2,1,1,1,0,28,caught,24,12,1,0
291362.csv,A Symonds,1,5,14,14,10,0,0,1,0,25,caught,18,18,2,0
291362.csv,MEK Hussey,1,6,65,42,39,5,0,4,0,90,,0,0,0,0
291362.csv,BJ Haddin,1,7,5,28,3,1,0,0,0,32,stumped,0,0,0,0
291362.csv,B Lee,1,8,10,27,8,1,0,0,0,36,caught,56,40,2,1
291362.csv,MG Johnson,1,9,3,6,1,1,0,0,0,8,caught,61,23,1,2
291362.csv,NW Bracken,1,10,1,8,1,0,0,0,0,9,caught,61,34,1,1
291362.csv,SR Clark,1,11,0,1,0,0,0,0,0,1,caught,60,26,0,1
291362.csv,V Sehwag,2,1,11,16,1,1,0,2,0,20,lbw,30,24,0,0
291362.csv,SR Tendulkar,2,2,44,29,15,4,3,3,0,54,caught,12,6,0,0
291362.csv,IK Pathan,2,3,18,21,5,1,1,2,0,30,lbw,50,24,2,2
291362.csv,G Gambhir,2,4,21,32,7,1,0,3,0,43,caught,0,0,0,0
291362.csv,Yuvraj Singh,2,5,3,11,3,0,0,0,0,14,caught,12,11,1,0
291362.csv,RG Sharma,2,6,39,35,20,4,1,2,0,62,,0,0,0,0
291362.csv,MS Dhoni,2,7,17,43,11,3,0,0,0,57,,0,0,0,0
291362.csv,Harbhajan Singh,2,,0,0,0,0,0,0,0,0,,50,16,3,1
291362.csv,I Sharma,2,,0,0,0,0,0,0,0,0,,60,33,5,4
291362.csv,S Sreesanth,2,,0,0,0,0,0,0,0,0,,56,29,5,3
812787.csv,Rizwan Cheema,1,1,7,6,1,0,0,0,1,8,caught and bowled,7,4,1,0
812787.csv,NR Kumar,1,2,0,3,0,0,0,0,0,3,caught,0,0,0,0
812787.csv,R Gunasekera,1,3,12,21,2,1,0,2,0,26,caught,0,0,0,0
812787.csv,SA Wijeratne,1,4,0,1,0,0,0,0,0,1,caught,0,0,0,0
812787.csv,AS Hansra,1,5,22,85,16,1,0,1,0,103,caught,0,0,0,0
812787.csv,NS Dhaliwal,1,6,2,7,2,0,0,0,0,9,bowled,13,21,1,0
812787.csv,Hamza Tariq,1,7,10,27,2,0,0,2,0,31,caught,0,0,0,0
812787.csv,N Dutta,1,8,20,48,9,2,1,1,0,61,caught,18,18,0,0
812787.csv,SS Dhindsa,1,9,25,20,11,5,0,1,0,37,,43,28,2,3
